No.;Time;;Time 1;Time 2;Delay;;Delay 1;Delay 2;Jitter;;;
1320;7,183993;;7,183993;7,191229;0,007236;;0,004992;0,002129;-0,002863;;;
1321;7,191229;;7,191229;7,193473;0,002244;;0,002129;0,000115;-0,002014;;;
1322;7,193473;;7,193473;7,193588;0,000115;;0,000115;-0,004933;-0,005048;;;
1323;7,193588;;7,193588;7,193588;0;;-0,004933;0,00474;0,009673;;;
1324;7,193588;;7,193588;7,198521;0,004933;;0,00474;6,00E-06;-0,004734;;;
1325;7,198521;;7,198521;7,198714;0,000193;;6,00E-06;-0,002713;-0,002719;;;
1326;7,198714;;7,198714;7,198901;0,000187;;-0,002713;0,001066;0,003779;;;
1327;7,198901;;7,198901;7,201801;0,0029;;0,001066;0,000541;-0,000525;;;
1328;7,201801;;7,201801;7,203635;0,001834;;0,000541;0,000942;0,000401;;;
1329;7,203635;;7,203635;7,204928;0,001293;;0,000942;-0,001974;-0,002916;;;
1330;7,204928;;7,204928;7,205279;0,000351;;-0,001974;-0,004677;-0,002703;;;
1331;7,205279;;7,205279;7,207604;0,002325;;-0,004677;0,004739;0,009416;;;
1332;7,207604;;7,207604;7,214606;0,007002;;0,004739;0,000879;-0,00386;;;
1333;7,214606;;7,214606;7,216869;0,002263;;0,000879;0,000306;-0,000573;;;
1334;7,216869;;7,216869;7,218253;0,001384;;0,000306;0,000788;0,000482;;;
1335;7,218253;;7,218253;7,219331;0,001078;;0,000788;0,00029;-0,000498;;;
1336;7,219331;;7,219331;7,219621;0,00029;;0,00029;-0,00152;-0,00181;;;
1337;7,219621;;7,219621;7,219621;0;;-0,00152;-0,001343;0,000177;;;
1338;7,219621;;7,219621;7,221141;0,00152;;-0,001343;0,002863;0,004206;;;
1339;7,221141;;7,221141;7,224004;0,002863;;0,002863;-0,000288;-0,003151;;;
1340;7,224004;;7,224004;7,224004;0;;-0,000288;-0,000127;0,000161;;;
1341;7,224004;;7,224004;7,224292;0,000288;;-0,000127;-0,002801;-0,002674;;;
1342;7,224292;;7,224292;7,224707;0,000415;;-0,002801;0,002583;0,005384;;;
1343;7,224707;;7,224707;7,227923;0,003216;;0,002583;-0,003354;-0,005937;;;
1344;7,227923;;7,227923;7,228556;0,000633;;-0,003354;0,003699;0,007053;;;
1345;7,228556;;7,228556;7,232543;0,003987;;0,003699;-0,000811;-0,00451;;;
1346;7,232543;;7,232543;7,232831;0,000288;;-0,000811;0,000485;0,001296;;;
1347;7,232831;;7,232831;7,23393;0,001099;;0,000485;-0,000573;-0,001058;;;
1348;7,23393;;7,23393;7,234544;0,000614;;-0,000573;0,001187;0,00176;;;
1349;7,234544;;7,234544;7,235731;0,001187;;0,001187;-0,003744;-0,004931;;;
1350;7,235731;;7,235731;7,235731;0;;-0,003744;0,003209;0,006953;;;
1351;7,235731;;7,235731;7,239475;0,003744;;0,003209;6,90E-05;-0,00314;;;
1352;7,239475;;7,239475;7,24001;0,000535;;6,90E-05;-0,000432;-0,000501;;;
1353;7,24001;;7,24001;7,240476;0,000466;;-0,000432;0,000898;0,00133;;;
1354;7,240476;;7,240476;7,241374;0,000898;;0,000898;-0,000569;-0,001467;;;
1355;7,241374;;7,241374;7,241374;0;;-0,000569;-0,001316;-0,000747;;;
1356;7,241374;;7,241374;7,241943;0,000569;;-0,001316;0,001885;0,003201;;;
1357;7,241943;;7,241943;7,243828;0,001885;;0,001885;-0,000124;-0,002009;;;
1358;7,243828;;7,243828;7,243828;0;;-0,000124;0,000124;0,000248;;;
1359;7,243828;;7,243828;7,243952;0,000124;;0,000124;-0,001043;-0,001167;;;
1360;7,243952;;7,243952;7,243952;0;;-0,001043;0,000863;0,001906;;;
1361;7,243952;;7,243952;7,244995;0,001043;;0,000863;7,70E-05;-0,000786;;;
1362;7,244995;;7,244995;7,245175;0,00018;;7,70E-05;-0,000673;-0,00075;;;
1363;7,245175;;7,245175;7,245278;0,000103;;-0,000673;0,000201;0,000874;;;
1364;7,245278;;7,245278;7,246054;0,000776;;0,000201;-0,000101;-0,000302;;;
1365;7,246054;;7,246054;7,246629;0,000575;;-0,000101;0,000676;0,000777;;;
1366;7,246629;;7,246629;7,247305;0,000676;;0,000676;-0,000892;-0,001568;;;
1367;7,247305;;7,247305;7,247305;0;;-0,000892;-0,003411;-0,002519;;;
1368;7,247305;;7,247305;7,248197;0,000892;;-0,003411;-0,004071;-0,00066;;;
1369;7,248197;;7,248197;7,2525;0,004303;;-0,004071;0,007626;0,011697;;;
1370;7,2525;;7,2525;7,260874;0,008374;;0,007626;-0,000222;-0,007848;;;
1371;7,260874;;7,260874;7,261622;0,000748;;-0,000222;-0,000974;-0,000752;;;
1372;7,261622;;7,261622;7,262592;0,00097;;-0,000974;0,001133;0,002107;;;
1373;7,262592;;7,262592;7,264536;0,001944;;0,001133;0,000615;-0,000518;;;
1374;7,264536;;7,264536;7,265347;0,000811;;0,000615;-0,002736;-0,003351;;;
1375;7,265347;;7,265347;7,265543;0,000196;;-0,002736;-0,001151;0,001585;;;
1376;7,265543;;7,265543;7,268475;0,002932;;-0,001151;0,003904;0,005055;;;
1377;7,268475;;7,268475;7,272558;0,004083;;0,003904;-0,001707;-0,005611;;;
1378;7,272558;;7,272558;7,272737;0,000179;;-0,001707;-0,003055;-0,001348;;;
1379;7,272737;;7,272737;7,274623;0,001886;;-0,003055;0,003675;0,00673;;;
1380;7,274623;;7,274623;7,279564;0,004941;;0,003675;0,000284;-0,003391;;;
1381;7,279564;;7,279564;7,28083;0,001266;;0,000284;-0,005732;-0,006016;;;
1382;7,28083;;7,28083;7,281812;0,000982;;-0,005732;0,005146;0,010878;;;
1383;7,281812;;7,281812;7,288526;0,006714;;0,005146;0,000808;-0,004338;;;
1384;7,288526;;7,288526;7,290094;0,001568;;0,000808;0,00076;-4,80E-05;;;
1385;7,290094;;7,290094;7,290854;0,00076;;0,00076;-0,000583;-0,001343;;;
1386;7,290854;;7,290854;7,290854;0;;-0,000583;-0,005522;-0,004939;;;
1387;7,290854;;7,290854;7,291437;0,000583;;-0,005522;0,006102;0,011624;;;
1388;7,291437;;7,291437;7,297542;0,006105;;0,006102;-0,000221;-0,006323;;;
1389;7,297542;;7,297542;7,297545;3,00E-06;;-0,000221;0,000224;0,000445;;;
1390;7,297545;;7,297545;7,297769;0,000224;;0,000224;-0,003217;-0,003441;;;
1391;7,297769;;7,297769;7,297769;0;;-0,003217;0,002164;0,005381;;;
1392;7,297769;;7,297769;7,300986;0,003217;;0,002164;0,001053;-0,001111;;;
1393;7,300986;;7,300986;7,302039;0,001053;;0,001053;-0,001129;-0,002182;;;
1394;7,302039;;7,302039;7,302039;0;;-0,001129;-0,000197;0,000932;;;
1395;7,302039;;7,302039;7,303168;0,001129;;-0,000197;-0,00426;-0,004063;;;
1396;7,303168;;7,303168;7,304494;0,001326;;-0,00426;0,003867;0,008127;;;
1397;7,304494;;7,304494;7,31008;0,005586;;0,003867;-0,000642;-0,004509;;;
1398;7,31008;;7,31008;7,311799;0,001719;;-0,000642;-0,001639;-0,000997;;;
1399;7,311799;;7,311799;7,31416;0,002361;;-0,001639;0,00373;0,005369;;;
1400;7,31416;;7,31416;7,31816;0,004;;0,00373;-0,001193;-0,004923;;;
1401;7,31816;;7,31816;7,31843;0,00027;;-0,001193;-0,00174;-0,000547;;;
1402;7,31843;;7,31843;7,319893;0,001463;;-0,00174;-0,000313;0,001427;;;
1403;7,319893;;7,319893;7,323096;0,003203;;-0,000313;0,001072;0,001385;;;
1404;7,323096;;7,323096;7,326612;0,003516;;0,001072;0,002157;0,001085;;;
1405;7,326612;;7,326612;7,329056;0,002444;;0,002157;-0,000113;-0,00227;;;
1406;7,329056;;7,329056;7,329343;0,000287;;-0,000113;-0,000363;-0,00025;;;
1407;7,329343;;7,329343;7,329743;0,0004;;-0,000363;4,00E-06;0,000367;;;
1408;7,329743;;7,329743;7,330506;0,000763;;4,00E-06;0,000759;0,000755;;;
1409;7,330506;;7,330506;7,331265;0,000759;;0,000759;-0,004051;-0,00481;;;
1410;7,331265;;7,331265;7,331265;0;;-0,004051;0,003629;0,00768;;;
1411;7,331265;;7,331265;7,335316;0,004051;;0,003629;-4,30E-05;-0,003672;;;
1412;7,335316;;7,335316;7,335738;0,000422;;-4,30E-05;-0,001411;-0,001368;;;
1413;7,335738;;7,335738;7,336203;0,000465;;-0,001411;-0,003597;-0,002186;;;
1414;7,336203;;7,336203;7,338079;0,001876;;-0,003597;0,00273;0,006327;;;
1415;7,338079;;7,338079;7,343552;0,005473;;0,00273;-0,002504;-0,005234;;;
1416;7,343552;;7,343552;7,346295;0,002743;;-0,002504;0,005016;0,00752;;;
1417;7,346295;;7,346295;7,351542;0,005247;;0,005016;-0,000439;-0,005455;;;
1418;7,351542;;7,351542;7,351773;0,000231;;-0,000439;-0,001374;-0,000935;;;
1419;7,351773;;7,351773;7,352443;0,00067;;-0,001374;-0,002507;-0,001133;;;
1420;7,352443;;7,352443;7,354487;0,002044;;-0,002507;0,004551;0,007058;;;
1421;7,354487;;7,354487;7,359038;0,004551;;0,004551;-0,001415;-0,005966;;;
1422;7,359038;;7,359038;7,359038;0;;-0,001415;0,001415;0,00283;;;
1423;7,359038;;7,359038;7,360453;0,001415;;0,001415;-0,006114;-0,007529;;;
1424;7,360453;;7,360453;7,360453;0;;-0,006114;0,003058;0,009172;;;
1425;7,360453;;7,360453;7,366567;0,006114;;0,003058;0,003056;-2,00E-06;;;
1426;7,366567;;7,366567;7,369623;0,003056;;0,003056;-0,002966;-0,006022;;;
1427;7,369623;;7,369623;7,369623;0;;-0,002966;0,000843;0,003809;;;
1428;7,369623;;7,369623;7,372589;0,002966;;0,000843;0,002123;0,00128;;;
1429;7,372589;;7,372589;7,374712;0,002123;;0,002123;-0,000925;-0,003048;;;
1430;7,374712;;7,374712;7,374712;0;;-0,000925;1,00E-06;0,000926;;;
1431;7,374712;;7,374712;7,375637;0,000925;;1,00E-06;-0,006226;-0,006227;;;
1432;7,375637;;7,375637;7,376561;0,000924;;-0,006226;0,006049;0,012275;;;
1433;7,376561;;7,376561;7,383711;0,00715;;0,006049;0,000425;-0,005624;;;
1434;7,383711;;7,383711;7,384812;0,001101;;0,000425;-0,00254;-0,002965;;;
1435;7,384812;;7,384812;7,385488;0,000676;;-0,00254;0,002214;0,004754;;;
1436;7,385488;;7,385488;7,388704;0,003216;;0,002214;8,20E-05;-0,002132;;;
1437;7,388704;;7,388704;7,389706;0,001002;;8,20E-05;0,000729;0,000647;;;
1438;7,389706;;7,389706;7,390626;0,00092;;0,000729;-0,004822;-0,005551;;;
1439;7,390626;;7,390626;7,390817;0,000191;;-0,004822;0,004825;0,009647;;;
1440;7,390817;;7,390817;7,39583;0,005013;;0,004825;-0,004764;-0,009589;;;
1441;7,39583;;7,39583;7,396018;0,000188;;-0,004764;0,004952;0,009716;;;
1442;7,396018;;7,396018;7,40097;0,004952;;0,004952;-0,001525;-0,006477;;;
1443;7,40097;;7,40097;7,40097;0;;-0,001525;-0,007775;-0,00625;;;
1444;7,40097;;7,40097;7,402495;0,001525;;-0,007775;0,007999;0,015774;;;
1445;7,402495;;7,402495;7,411795;0,0093;;0,007999;0,001301;-0,006698;;;
1446;7,411795;;7,411795;7,413096;0,001301;;0,001301;0;-0,001301;;;
1447;7,413096;;7,413096;7,413096;0;;0;-0,000169;-0,000169;;;
1448;7,413096;;7,413096;7,413096;0;;-0,000169;-0,004745;-0,004576;;;
1449;7,413096;;7,413096;7,413265;0,000169;;-0,004745;0,004454;0,009199;;;
1450;7,413265;;7,413265;7,418179;0,004914;;0,004454;0,000131;-0,004323;;;
1451;7,418179;;7,418179;7,418639;0,00046;;0,000131;0,000329;0,000198;;;
1452;7,418639;;7,418639;7,418968;0,000329;;0,000329;-0,001549;-0,001878;;;
1453;7,418968;;7,418968;7,418968;0;;-0,001549;-0,002072;-0,000523;;;
1454;7,418968;;7,418968;7,420517;0,001549;;-0,002072;0,001333;0,003405;;;
1455;7,420517;;7,420517;7,424138;0,003621;;0,001333;-0,000883;-0,002216;;;
1456;7,424138;;7,424138;7,426426;0,002288;;-0,000883;0,003171;0,004054;;;
1457;7,426426;;7,426426;7,429597;0,003171;;0,003171;-0,000172;-0,003343;;;
1458;7,429597;;7,429597;7,429597;0;;-0,000172;-0,000296;-0,000124;;;
1459;7,429597;;7,429597;7,429769;0,000172;;-0,000296;0,000343;0,000639;;;
1460;7,429769;;7,429769;7,430237;0,000468;;0,000343;0,000125;-0,000218;;;
1461;7,430237;;7,430237;7,430362;0,000125;;0,000125;-0,000425;-0,00055;;;
1462;7,430362;;7,430362;7,430362;0;;-0,000425;-0,009519;-0,009094;;;
1463;7,430362;;7,430362;7,430787;0,000425;;-0,009519;0,009944;0,019463;;;
1464;7,430787;;7,430787;7,440731;0,009944;;0,009944;-0,000136;-0,01008;;;
1465;7,440731;;7,440731;7,440731;0;;-0,000136;3,20E-05;0,000168;;;
1466;7,440731;;7,440731;7,440867;0,000136;;3,20E-05;-0,003453;-0,003485;;;
1467;7,440867;;7,440867;7,440971;0,000104;;-0,003453;0,000217;0,00367;;;
1468;7,440971;;7,440971;7,444528;0,003557;;0,000217;-0,004632;-0,004849;;;
1469;7,444528;;7,444528;7,447868;0,00334;;-0,004632;0,007972;0,012604;;;
1470;7,447868;;7,447868;7,45584;0,007972;;0,007972;0;-0,007972;;;
1471;7,45584;;7,45584;7,45584;0;;0;0;0;;;
1472;7,45584;;7,45584;7,45584;0;;0;-0,000307;-0,000307;;;
1473;7,45584;;7,45584;7,45584;0;;-0,000307;-0,002175;-0,001868;;;
1474;7,45584;;7,45584;7,456147;0,000307;;-0,002175;0,001175;0,00335;;;
1475;7,456147;;7,456147;7,458629;0,002482;;0,001175;8,50E-05;-0,00109;;;
1476;7,458629;;7,458629;7,459936;0,001307;;8,50E-05;-0,001224;-0,001309;;;
1477;7,459936;;7,459936;7,461158;0,001222;;-0,001224;0,002093;0,003317;;;
1478;7,461158;;7,461158;7,463604;0,002446;;0,002093;0,000141;-0,001952;;;
1479;7,463604;;7,463604;7,463957;0,000353;;0,000141;-0,005228;-0,005369;;;
1480;7,463957;;7,463957;7,464169;0,000212;;-0,005228;0,003235;0,008463;;;
1481;7,464169;;7,464169;7,469609;0,00544;;0,003235;-0,003947;-0,007182;;;
1482;7,469609;;7,469609;7,471814;0,002205;;-0,003947;0,005125;0,009072;;;
1483;7,471814;;7,471814;7,477966;0,006152;;0,005125;2,90E-05;-0,005096;;;
1484;7,477966;;7,477966;7,478993;0,001027;;2,90E-05;0,000374;0,000345;;;
1485;7,478993;;7,478993;7,479991;0,000998;;0,000374;-0,000533;-0,000907;;;
1486;7,479991;;7,479991;7,480615;0,000624;;-0,000533;-0,001977;-0,001444;;;
1487;7,480615;;7,480615;7,481772;0,001157;;-0,001977;0,002805;0,004782;;;
1488;7,481772;;7,481772;7,484906;0,003134;;0,002805;-0,000205;-0,00301;;;
1489;7,484906;;7,484906;7,485235;0,000329;;-0,000205;-0,000518;-0,000313;;;
1490;7,485235;;7,485235;7,485769;0,000534;;-0,000518;-0,002057;-0,001539;;;
1491;7,485769;;7,485769;7,486821;0,001052;;-0,002057;0,000101;0,002158;;;
1492;7,486821;;7,486821;7,48993;0,003109;;0,000101;0,000455;0,000354;;;
1493;7,48993;;7,48993;7,492938;0,003008;;0,000455;0,002553;0,002098;;;
1494;7,492938;;7,492938;7,495491;0,002553;;0,002553;-0,001414;-0,003967;;;
1495;7,495491;;7,495491;7,495491;0;;-0,001414;0,001414;0,002828;;;
1496;7,495491;;7,495491;7,496905;0,001414;;0,001414;-0,000128;-0,001542;;;
1497;7,496905;;7,496905;7,496905;0;;-0,000128;-0,001815;-0,001687;;;
1498;7,496905;;7,496905;7,497033;0,000128;;-0,001815;-0,001892;-7,70E-05;;;
1499;7,497033;;7,497033;7,498976;0,001943;;-0,001892;0,000589;0,002481;;;
1500;7,498976;;7,498976;7,502811;0,003835;;0,000589;0,00182;0,001231;;;
1501;7,502811;;7,502811;7,506057;0,003246;;0,00182;-0,004039;-0,005859;;;
1502;7,506057;;7,506057;7,507483;0,001426;;-0,004039;0,000503;0,004542;;;
1503;7,507483;;7,507483;7,512948;0,005465;;0,000503;0,004962;0,004459;;;
1504;7,512948;;7,512948;7,51791;0,004962;;0,004962;-0,000206;-0,005168;;;
1505;7,51791;;7,51791;7,51791;0;;-0,000206;-0,001101;-0,000895;;;
1506;7,51791;;7,51791;7,518116;0,000206;;-0,001101;-0,002255;-0,001154;;;
1507;7,518116;;7,518116;7,519423;0,001307;;-0,002255;0,001756;0,004011;;;
1508;7,519423;;7,519423;7,522985;0,003562;;0,001756;0,001606;-0,00015;;;
1509;7,522985;;7,522985;7,524791;0,001806;;0,001606;-0,000765;-0,002371;;;
1510;7,524791;;7,524791;7,524991;0,0002;;-0,000765;-0,001472;-0,000707;;;
1511;7,524991;;7,524991;7,525956;0,000965;;-0,001472;-0,000595;0,000877;;;
1512;7,525956;;7,525956;7,528393;0,002437;;-0,000595;0,002798;0,003393;;;
1513;7,528393;;7,528393;7,531425;0,003032;;0,002798;0,00015;-0,002648;;;
1514;7,531425;;7,531425;7,531659;0,000234;;0,00015;-0,005123;-0,005273;;;
1515;7,531659;;7,531659;7,531743;8,40E-05;;-0,005123;0,003153;0,008276;;;
1516;7,531743;;7,531743;7,53695;0,005207;;0,003153;0,001757;-0,001396;;;
1517;7,53695;;7,53695;7,539004;0,002054;;0,001757;-0,000211;-0,001968;;;
1518;7,539004;;7,539004;7,539301;0,000297;;-0,000211;3,90E-05;0,00025;;;
1519;7,539301;;7,539301;7,539809;0,000508;;3,90E-05;-0,001419;-0,001458;;;
1520;7,539809;;7,539809;7,540278;0,000469;;-0,001419;-5,20E-05;0,001367;;;
1521;7,540278;;7,540278;7,542166;0,001888;;-5,20E-05;-4,00E-06;4,80E-05;;;
1522;7,542166;;7,542166;7,544106;0,00194;;-4,00E-06;0,0016;0,001604;;;
1523;7,544106;;7,544106;7,54605;0,001944;;0,0016;-0,000593;-0,002193;;;
1524;7,54605;;7,54605;7,546394;0,000344;;-0,000593;0,000178;0,000771;;;
1525;7,546394;;7,546394;7,547331;0,000937;;0,000178;-0,006982;-0,00716;;;
1526;7,547331;;7,547331;7,54809;0,000759;;-0,006982;0,004239;0,011221;;;
1527;7,54809;;7,54809;7,555831;0,007741;;0,004239;0,001722;-0,002517;;;
1528;7,555831;;7,555831;7,559333;0,003502;;0,001722;0,000802;-0,00092;;;
1529;7,559333;;7,559333;7,561113;0,00178;;0,000802;-0,001098;-0,0019;;;
1530;7,561113;;7,561113;7,562091;0,000978;;-0,001098;0,001142;0,00224;;;
1531;7,562091;;7,562091;7,564167;0,002076;;0,001142;-0,000926;-0,002068;;;
1532;7,564167;;7,564167;7,565101;0,000934;;-0,000926;0,001662;0,002588;;;
1533;7,565101;;7,565101;7,566961;0,00186;;0,001662;-0,005904;-0,007566;;;
1534;7,566961;;7,566961;7,567159;0,000198;;-0,005904;0,005192;0,011096;;;
1535;7,567159;;7,567159;7,573261;0,006102;;0,005192;-0,005835;-0,011027;;;
1536;7,573261;;7,573261;7,574171;0,00091;;-0,005835;0,002256;0,008091;;;
1537;7,574171;;7,574171;7,580916;0,006745;;0,002256;0,004489;0,002233;;;
1538;7,580916;;7,580916;7,585405;0,004489;;0,004489;-0,000207;-0,004696;;;
1539;7,585405;;7,585405;7,585405;0;;-0,000207;0,000207;0,000414;;;
1540;7,585405;;7,585405;7,585612;0,000207;;0,000207;-0,001443;-0,00165;;;
1541;7,585612;;7,585612;7,585612;0;;-0,001443;0,000102;0,001545;;;
1542;7,585612;;7,585612;7,587055;0,001443;;0,000102;-0,001073;-0,001175;;;
1543;7,587055;;7,587055;7,588396;0,001341;;-0,001073;0,000333;0,001406;;;
1544;7,588396;;7,588396;7,59081;0,002414;;0,000333;-0,000177;-0,00051;;;
1545;7,59081;;7,59081;7,592891;0,002081;;-0,000177;0,002258;0,002435;;;
1546;7,592891;;7,592891;7,595149;0,002258;;0,002258;-0,005842;-0,0081;;;
1547;7,595149;;7,595149;7,595149;0;;-0,005842;0,003229;0,009071;;;
1548;7,595149;;7,595149;7,600991;0,005842;;0,003229;-0,000275;-0,003504;;;
1549;7,600991;;7,600991;7,603604;0,002613;;-0,000275;0,002888;0,003163;;;
1550;7,603604;;7,603604;7,606492;0,002888;;0,002888;0;-0,002888;;;
1551;7,606492;;7,606492;7,606492;0;;0;-0,000711;-0,000711;;;
1552;7,606492;;7,606492;7,606492;0;;-0,000711;-0,000356;0,000355;;;
1553;7,606492;;7,606492;7,607203;0,000711;;-0,000356;0,001067;0,001423;;;
1554;7,607203;;7,607203;7,60827;0,001067;;0,001067;-0,004818;-0,005885;;;
1555;7,60827;;7,60827;7,60827;0;;-0,004818;0,004396;0,009214;;;
1556;7,60827;;7,60827;7,613088;0,004818;;0,004396;-0,009142;-0,013538;;;
1557;7,613088;;7,613088;7,61351;0,000422;;-0,009142;0,009564;0,018706;;;
1558;7,61351;;7,61351;7,623074;0,009564;;0,009564;-0,000176;-0,00974;;;
1559;7,623074;;7,623074;7,623074;0;;-0,000176;-0,006619;-0,006443;;;
1560;7,623074;;7,623074;7,62325;0,000176;;-0,006619;0,003669;0,010288;;;
1561;7,62325;;7,62325;7,630045;0,006795;;0,003669;0,003126;-0,000543;;;
1562;7,630045;;7,630045;7,633171;0,003126;;0,003126;0;-0,003126;;;
1563;7,633171;;7,633171;7,633171;0;;0;-0,000168;-0,000168;;;
1564;7,633171;;7,633171;7,633171;0;;-0,000168;0,000168;0,000336;;;
1565;7,633171;;7,633171;7,633339;0,000168;;0,000168;0;-0,000168;;;
1566;7,633339;;7,633339;7,633339;0;;0;0;0;;;
1567;7,633339;;7,633339;7,633339;0;;0;-0,007527;-0,007527;;;
1568;7,633339;;7,633339;7,633339;0;;-0,007527;0,004174;0,011701;;;
1569;7,633339;;7,633339;7,640866;0,007527;;0,004174;0,003353;-0,000821;;;
1570;7,640866;;7,640866;7,644219;0,003353;;0,003353;-0,000181;-0,003534;;;
1571;7,644219;;7,644219;7,644219;0;;-0,000181;0,000181;0,000362;;;
1572;7,644219;;7,644219;7,6444;0,000181;;0,000181;0;-0,000181;;;
1573;7,6444;;7,6444;7,6444;0;;0;0;0;;;
1574;7,6444;;7,6444;7,6444;0;;0;-0,000735;-0,000735;;;
1575;7,6444;;7,6444;7,6444;0;;-0,000735;-0,000317;0,000418;;;
1576;7,6444;;7,6444;7,645135;0,000735;;-0,000317;0,000862;0,001179;;;
1577;7,645135;;7,645135;7,646187;0,001052;;0,000862;-0,005403;-0,006265;;;
1578;7,646187;;7,646187;7,646377;0,00019;;-0,005403;-0,002757;0,002646;;;
1579;7,646377;;7,646377;7,65197;0,005593;;-0,002757;0,00835;0,011107;;;
1580;7,65197;;7,65197;7,66032;0,00835;;0,00835;-0,000172;-0,008522;;;
1581;7,66032;;7,66032;7,66032;0;;-0,000172;-0,002873;-0,002701;;;
1582;7,66032;;7,66032;7,660492;0,000172;;-0,002873;0,001384;0,004257;;;
1583;7,660492;;7,660492;7,663537;0,003045;;0,001384;0,000572;-0,000812;;;
1584;7,663537;;7,663537;7,665198;0,001661;;0,000572;0,001089;0,000517;;;
1585;7,665198;;7,665198;7,666287;0,001089;;0,001089;-0,000743;-0,001832;;;
1586;7,666287;;7,666287;7,666287;0;;-0,000743;0,000743;0,001486;;;
1587;7,666287;;7,666287;7,66703;0,000743;;0,000743;-8,10E-05;-0,000824;;;
1588;7,66703;;7,66703;7,66703;0;;-8,10E-05;-3,40E-05;4,70E-05;;;
1589;7,66703;;7,66703;7,667111;8,10E-05;;-3,40E-05;-0,006599;-0,006565;;;
1590;7,667111;;7,667111;7,667226;0,000115;;-0,006599;0,004449;0,011048;;;
1591;7,667226;;7,667226;7,67394;0,006714;;0,004449;-0,005456;-0,009905;;;
1592;7,67394;;7,67394;7,676205;0,002265;;-0,005456;0,007029;0,012485;;;
1593;7,676205;;7,676205;7,683926;0,007721;;0,007029;-0,003785;-0,010814;;;
1594;7,683926;;7,683926;7,684618;0,000692;;-0,003785;0,001706;0,005491;;;
1595;7,684618;;7,684618;7,689095;0,004477;;0,001706;-0,004533;-0,006239;;;
1596;7,689095;;7,689095;7,691866;0,002771;;-0,004533;0,006661;0,011194;;;
1597;7,691866;;7,691866;7,69917;0,007304;;0,006661;-0,001385;-0,008046;;;
1598;7,69917;;7,69917;7,699813;0,000643;;-0,001385;0,001063;0,002448;;;
1599;7,699813;;7,699813;7,701841;0,002028;;0,001063;-0,002239;-0,003302;;;
1600;7,701841;;7,701841;7,702806;0,000965;;-0,002239;0,00285;0,005089;;;
1601;7,702806;;7,702806;7,70601;0,003204;;0,00285;-0,00368;-0,00653;;;
1602;7,70601;;7,70601;7,706364;0,000354;;-0,00368;-0,00346;0,00022;;;
1603;7,706364;;7,706364;7,710398;0,004034;;-0,00346;-0,191913;-0,188453;;;
1604;7,710398;;7,710398;7,717892;0,007494;;-0,191913;0,197529;0,389442;;;
1605;7,717892;;7,717892;7,917299;0,199407;;0,197529;0,001685;-0,195844;;;
1606;7,917299;;7,917299;7,919177;0,001878;;0,001685;0,000193;-0,001492;;;
1607;7,919177;;7,919177;7,91937;0,000193;;0,000193;-0,00067;-0,000863;;;
1608;7,91937;;7,91937;7,91937;0;;-0,00067;0,00067;0,00134;;;
1609;7,91937;;7,91937;7,92004;0,00067;;0,00067;-8,20E-05;-0,000752;;;
1610;7,92004;;7,92004;7,92004;0;;-8,20E-05;-0,001505;-0,001423;;;
1611;7,92004;;7,92004;7,920122;8,20E-05;;-0,001505;0,001587;0,003092;;;
1612;7,920122;;7,920122;7,921709;0,001587;;0,001587;-0,001799;-0,003386;;;
1613;7,921709;;7,921709;7,921709;0;;-0,001799;0,001799;0,003598;;;
1614;7,921709;;7,921709;7,923508;0,001799;;0,001799;0;-0,001799;;;
1615;7,923508;;7,923508;7,923508;0;;0;-0,000434;-0,000434;;;
1616;7,923508;;7,923508;7,923508;0;;-0,000434;4,30E-05;0,000477;;;
1617;7,923508;;7,923508;7,923942;0,000434;;4,30E-05;0,000391;0,000348;;;
1618;7,923942;;7,923942;7,924333;0,000391;;0,000391;-0,000228;-0,000619;;;
1619;7,924333;;7,924333;7,924333;0;;-0,000228;-0,001314;-0,001086;;;
1620;7,924333;;7,924333;7,924561;0,000228;;-0,001314;0,001542;0,002856;;;
1621;7,924561;;7,924561;7,926103;0,001542;;0,001542;0;-0,001542;;;
1622;7,926103;;7,926103;7,926103;0;;0;0;0;;;
1623;7,926103;;7,926103;7,926103;0;;0;0;0;;;
1624;7,926103;;7,926103;7,926103;0;;0;0;0;;;
1625;7,926103;;7,926103;7,926103;0;;0;0;0;;;
1626;7,926103;;7,926103;7,926103;0;;0;0;0;;;
1627;7,926103;;7,926103;7,926103;0;;0;-0,000416;-0,000416;;;
1628;7,926103;;7,926103;7,926103;0;;-0,000416;0,000223;0,000639;;;
1629;7,926103;;7,926103;7,926519;0,000416;;0,000223;7,10E-05;-0,000152;;;
1630;7,926519;;7,926519;7,926712;0,000193;;7,10E-05;-5,00E-05;-0,000121;;;
1631;7,926712;;7,926712;7,926834;0,000122;;-5,00E-05;-1,60E-05;3,40E-05;;;
1632;7,926834;;7,926834;7,927006;0,000172;;-1,60E-05;6,00E-05;7,60E-05;;;
1633;7,927006;;7,927006;7,927194;0,000188;;6,00E-05;0,0001;4,00E-05;;;
1634;7,927194;;7,927194;7,927322;0,000128;;0,0001;2,80E-05;-7,20E-05;;;
1635;7,927322;;7,927322;7,92735;2,80E-05;;2,80E-05;0;-2,80E-05;;;
1636;7,92735;;7,92735;7,92735;0;;0;0;0;;;
1637;7,92735;;7,92735;7,92735;0;;0;0;0;;;
